,Year,Team,Conference,UID,YearTeamNumbers
55,2023,Southern Ill.,MVC,2023.SB.SouthernIll,549228
56,2023,Dayton,Atlantic 10,2023.SB.Dayton,549289
57,2023,Fla. Atlantic,CUSA,2023.SB.FlaAtlantic,549304
58,2023,Florida,SEC,2023.SB.Florida,549376
59,2023,Troy,Sun Belt,2023.SB.Troy,549255
60,2023,Harvard,Ivy League,2023.SB.Harvard,549389
61,2023,Mount St. Mary's,MAAC,2023.SB.MountStMary's,549449
62,2023,UNC Greensboro,SoCon,2023.SB.UNCGreensboro,549453
63,2023,Villanova,Big East,2023.SB.Villanova,549261
64,2023,Texas A&M,SEC,2023.SB.TexasA&M,549246
65,2023,California,Pac-12,2023.SB.California,549272
66,2023,Ohio St.,Big Ten,2023.SB.OhioSt,549183
67,2023,Nebraska,Big Ten,2023.SB.Nebraska,549455
68,2023,Nevada,Mountain West,2023.SB.Nevada,549458
69,2023,Cal St. Fullerton,Big West,2023.SB.CalStFullerton,549368
70,2023,Eastern Ill.,OVC,2023.SB.EasternIll,549298
71,2023,Binghamton,America East,2023.SB.Binghamton,549353
72,2023,North Texas,CUSA,2023.SB.NorthTexas,549173
73,2023,Murray St.,MVC,2023.SB.MurraySt,549450
74,2023,Notre Dame,ACC,2023.SB.NotreDame,549181
75,2023,Missouri St.,MVC,2023.SB.MissouriSt,549233
76,2023,UMBC,America East,2023.SB.UMBC,549429
77,2023,Longwood,Big South,2023.SB.Longwood,549418
78,2023,Siena,MAAC,2023.SB.Siena,549219
79,2023,Charlotte,CUSA,2023.SB.Charlotte,549452
80,2023,Prairie View,SWAC,2023.SB.PrairieView,549194
81,2023,Grambling,SWAC,2023.SB.Grambling,549386
82,2023,James Madison,Sun Belt,2023.SB.JamesMadison,549409
83,2023,George Mason,Atlantic 10,2023.SB.GeorgeMason,549379
84,2023,Delaware,CAA,2023.SB.Delaware,549292
85,2023,Princeton,Ivy League,2023.SB.Princeton,549195
86,2023,North Dakota St.,Summit League,2023.SB.NorthDakotaSt,549171
87,2023,Saint Peter's,MAAC,2023.SB.SaintPeter's,549211
88,2023,Jacksonville St.,ASUN,2023.SB.JacksonvilleSt,549407
89,2023,Texas Tech,Big 12,2023.SB.TexasTech,549248
90,2023,Kentucky,SEC,2023.SB.Kentucky,549412
91,2023,Texas St.,Sun Belt,2023.SB.TexasSt,549234
92,2023,Alabama St.,SWAC,2023.SB.AlabamaSt,549338
93,2023,Illinois St.,MVC,2023.SB.IllinoisSt,549397
94,2023,Virginia,ACC,2023.SB.Virginia,549263
95,2023,Colorado St.,Mountain West,2023.SB.ColoradoSt,549282
96,2023,Sacramento St.,Big Sky,2023.SB.SacramentoSt,549371
97,2023,Wisconsin,Big Ten,2023.SB.Wisconsin,549313
98,2023,Long Beach St.,Big West,2023.SB.LongBeachSt,549369
99,2023,Missouri,SEC,2023.SB.Missouri,549444
100,2023,Louisiana Tech,CUSA,2023.SB.LouisianaTech,549420
101,2023,Ohio,MAC,2023.SB.Ohio,549184
102,2023,South Fla.,AAC,2023.SB.SouthFla,549225
103,2023,UC Davis,Big West,2023.SB.UCDavis,549307
104,2023,Central Conn. St.,NEC,2023.SB.CentralConnSt,549276
105,2023,Hawaii,Big West,2023.SB.Hawaii,549390
106,2023,Iowa,Big Ten,2023.SB.Iowa,549405
107,2023,Indiana St.,MVC,2023.SB.IndianaSt,549400
108,2023,Rutgers,Big Ten,2023.SB.Rutgers,549203
109,2023,LMU-CA,WCC,2023.SB.LMU-CA,549423
110,2023,North Florida,ASUN,2023.SB.NorthFlorida,549327
111,2023,SFA,WAC,2023.SB.SFA,549237
112,2023,Western Ky.,CUSA,2023.SB.WesternKy,549269
113,2023,FGCU,ASUN,2023.SB.FGCU,549333
114,2023,LIU,NEC,2023.SB.LIU,549417
115,2023,Akron,MAC,2023.SB.Akron,549336
116,2023,Belmont,MVC,2023.SB.Belmont,549330
117,2023,Nicholls,Southland,2023.SB.Nicholls,549462
118,2023,Saint Louis,Atlantic 10,2023.SB.SaintLouis,549209
119,2023,Towson,CAA,2023.SB.Towson,549254
120,2023,UAlbany,America East,2023.SB.UAlbany,549341
121,2023,Morgan St.,MEAC,2023.SB.MorganSt,549448
122,2023,UC Santa Barbara,Big West,2023.SB.UCSantaBarbara,549372
123,2023,Loyola Chicago,Atlantic 10,2023.SB.LoyolaChicago,549424
124,2023,CSUN,Big West,2023.SB.CSUN,549370
125,2023,Eastern Ky.,ASUN,2023.SB.EasternKy,549299
126,2023,Arizona,Pac-12,2023.SB.Arizona,549345
127,2023,UAB,CUSA,2023.SB.UAB,549340
128,2023,Alabama A&M,SWAC,2023.SB.AlabamaA&M,549337
129,2023,SIUE,OVC,2023.SB.SIUE,549229
130,2023,Ole Miss,SEC,2023.SB.OleMiss,549443
131,2023,Presbyterian,Big South,2023.SB.Presbyterian,549322
132,2023,Northern Colo.,Big Sky,2023.SB.NorthernColo,549175
133,2023,Austin Peay,ASUN,2023.SB.AustinPeay,549348
134,2023,Mississippi St.,SEC,2023.SB.MississippiSt,549441
135,2023,Central Mich.,MAC,2023.SB.CentralMich,549278
136,2023,Saint Francis,NEC,2023.SB.SaintFrancis,549206
137,2023,Winthrop,Big South,2023.SB.Winthrop,549311
138,2023,Hofstra,CAA,2023.SB.Hofstra,549391
139,2023,Illinois,Big Ten,2023.SB.Illinois,549398
140,2023,Stony Brook,CAA,2023.SB.StonyBrook,549239
141,2023,Norfolk St.,MEAC,2023.SB.NorfolkSt,549463
142,2023,Robert Morris,Horizon,2023.SB.RobertMorris,549202
143,2023,Michigan,Big Ten,2023.SB.Michigan,549438
144,2023,NIU,MAC,2023.SB.NIU,549176
145,2023,Ball St.,MAC,2023.SB.BallSt,549349
146,2023,Stetson,ASUN,2023.SB.Stetson,549238
147,2023,Youngstown St.,Horizon,2023.SB.YoungstownSt,549315
148,2023,A&M-Corpus Christi,Southland,2023.SB.A&M-CorpusChristi,549331
149,2023,Oakland,Horizon,2023.SB.Oakland,549182
150,2023,Hartford,DI Independent,2023.SB.Hartford,549388
151,2023,Marist,MAAC,2023.SB.Marist,549427
152,2023,California Baptist,WAC,2023.SB.CaliforniaBaptist,549374
153,2023,East Carolina,AAC,2023.SB.EastCarolina,549296
154,2023,Georgia Tech,ACC,2023.SB.GeorgiaTech,549384
155,2023,Pittsburgh,ACC,2023.SB.Pittsburgh,549192
156,2023,UT Martin,OVC,2023.SB.UTMartin,549245
157,2023,North Carolina,ACC,2023.SB.NorthCarolina,549451
158,2023,Chattanooga,SoCon,2023.SB.Chattanooga,549243
159,2023,Jacksonville,ASUN,2023.SB.Jacksonville,549408
160,2023,Kansas,Big 12,2023.SB.Kansas,549410
161,2023,Northwestern St.,Southland,2023.SB.NorthwesternSt,549179
162,2023,Syracuse,ACC,2023.SB.Syracuse,549240
163,2023,Southern Miss.,Sun Belt,2023.SB.SouthernMiss,549230
164,2023,San Jose St.,Mountain West,2023.SB.SanJoseSt,549216
165,2023,Tulsa,AAC,2023.SB.Tulsa,549256
166,2023,UC Riverside,Big West,2023.SB.UCRiverside,549273
167,2023,FDU,NEC,2023.SB.FDU,549302
168,2023,FIU,CUSA,2023.SB.FIU,549305
169,2023,Jackson St.,SWAC,2023.SB.JacksonSt,549406
170,2023,Santa Clara,WCC,2023.SB.SantaClara,549217
171,2023,Fairfield,MAAC,2023.SB.Fairfield,549301
172,2023,Yale,Ivy League,2023.SB.Yale,549314
173,2023,Boston College,ACC,2023.SB.BostonCollege,549355
174,2023,South Dakota,Summit League,2023.SB.SouthDakota,549224
175,2023,UNCW,CAA,2023.SB.UNCW,549454
176,2023,UNLV,Mountain West,2023.SB.UNLV,549457
177,2023,Tennessee St.,OVC,2023.SB.TennesseeSt,549241
178,2023,Arizona St.,Pac-12,2023.SB.ArizonaSt,549344
179,2023,Elon,CAA,2023.SB.Elon,549318
180,2023,New Mexico St.,WAC,2023.SB.NewMexicoSt,549459
181,2023,Toledo,MAC,2023.SB.Toledo,549253
182,2023,Samford,SoCon,2023.SB.Samford,549213
183,2023,Iowa St.,Big 12,2023.SB.IowaSt,549404
184,2023,Florida A&M,SWAC,2023.SB.FloridaA&M,549303
185,2023,Cal Poly,Big West,2023.SB.CalPoly,549365
186,2023,App State,Sun Belt,2023.SB.AppState,549343
187,2023,Charleston So.,Big South,2023.SB.CharlestonSo,549350
188,2023,Western Caro.,SoCon,2023.SB.WesternCaro,549267
189,2023,San Diego,WCC,2023.SB.SanDiego,549215
190,2023,St. John's-NY,Big East,2023.SB.StJohn's-NY,549207
191,2023,ULM,Sun Belt,2023.SB.ULM,549174
192,2023,Howard,MEAC,2023.SB.Howard,549395
193,2023,Purdue,Big Ten,2023.SB.Purdue,549197
194,2023,Rhode Island,Atlantic 10,2023.SB.RhodeIsland,549200
195,2023,Fresno St.,Mountain West,2023.SB.FresnoSt,549367
196,2023,UT Arlington,WAC,2023.SB.UTArlington,549249
197,2023,UMass Lowell,America East,2023.SB.UMassLowell,549422
198,2023,Lipscomb,ASUN,2023.SB.Lipscomb,549332
199,2023,Northern Ky.,Horizon,2023.SB.NorthernKy,549178
200,2023,Fordham,Atlantic 10,2023.SB.Fordham,549377
201,2023,Idaho St.,Big Sky,2023.SB.IdahoSt,549396
202,2023,Creighton,Big East,2023.SB.Creighton,549287
203,2023,Green Bay,Horizon,2023.SB.GreenBay,549312
204,2023,Columbia,Ivy League,2023.SB.Columbia,549283
205,2023,Utah St.,Mountain West,2023.SB.UtahSt,549258
206,2023,Saint Mary's-CA,WCC,2023.SB.SaintMary's-CA,549210
207,2023,Evansville,MVC,2023.SB.Evansville,549300
208,2023,Iona,MAAC,2023.SB.Iona,549403
209,2023,Quinnipiac,MAAC,2023.SB.Quinnipiac,549198
210,2023,Houston,AAC,2023.SB.Houston,549394
211,2023,Portland St.,Big Sky,2023.SB.PortlandSt,549193
212,2023,Saint Joseph's,Atlantic 10,2023.SB.SaintJoseph's,549208
213,2023,Lamar University,Southland,2023.SB.LamarUniversity,549414
214,2023,Texas Southern,SWAC,2023.SB.TexasSouthern,549247
215,2023,Alcorn,SWAC,2023.SB.Alcorn,549342
216,2023,Sam Houston,WAC,2023.SB.SamHouston,549212
217,2023,Furman,SoCon,2023.SB.Furman,549378
218,2023,Kennesaw St.,ASUN,2023.SB.KennesawSt,549321
219,2023,Bryant,America East,2023.SB.Bryant,549361
220,2023,Sacred Heart,NEC,2023.SB.SacredHeart,549204
221,2023,Cornell,Ivy League,2023.SB.Cornell,549286
222,2023,Bethune-Cookman,SWAC,2023.SB.Bethune-Cookman,549352
223,2023,New Mexico,Mountain West,2023.SB.NewMexico,549460
224,2023,Rider,MAAC,2023.SB.Rider,549201
225,2023,George Washington,Atlantic 10,2023.SB.GeorgeWashington,549380
226,2023,Gardner-Webb,Big South,2023.SB.Gardner-Webb,549319
227,2023,Houston Christian,Southland,2023.SB.HoustonChristian,549393
228,2023,Army West Point,Patriot,2023.SB.ArmyWestPoint,549257
229,2023,Col. of Charleston,CAA,2023.SB.ColofCharleston,549317
230,2023,DePaul,Big East,2023.SB.DePaul,549290
231,2023,Western Mich.,MAC,2023.SB.WesternMich,549270
232,2023,Kent St.,MAC,2023.SB.KentSt,549411
233,2023,Coppin St.,MEAC,2023.SB.CoppinSt,549285
234,2023,Dartmouth,Ivy League,2023.SB.Dartmouth,549288
235,2023,Colgate,Patriot,2023.SB.Colgate,549281
236,2023,N.C. Central,MEAC,2023.SB.NCCentral,549169
237,2023,UIW,Southland,2023.SB.UIW,549328
238,2023,Mercer,SoCon,2023.SB.Mercer,549435
239,2023,Bucknell,Patriot,2023.SB.Bucknell,549362
240,2023,Purdue Fort Wayne,Horizon,2023.SB.PurdueFortWayne,549402
241,2023,Utah Valley,WAC,2023.SB.UtahValley,549334
242,2023,Drake,MVC,2023.SB.Drake,549294
243,2023,Oregon St.,Pac-12,2023.SB.OregonSt,549187
244,2023,IU Indy,Horizon,2023.SB.IUIndy,549325
245,2023,Butler,Big East,2023.SB.Butler,549364
246,2023,NC State,ACC,2023.SB.NCState,549170
247,2023,Georgia St.,Sun Belt,2023.SB.GeorgiaSt,549383
248,2023,Ga. Southern,Sun Belt,2023.SB.GaSouthern,549382
249,2023,N.C. A&T,CAA,2023.SB.NCA&T,549464
250,2023,Brown,Ivy League,2023.SB.Brown,549360
251,2023,Georgetown,Big East,2023.SB.Georgetown,549381
252,2023,Hampton,CAA,2023.SB.Hampton,549387
253,2023,Wagner,NEC,2023.SB.Wagner,549264
254,2023,Massachusetts,Atlantic 10,2023.SB.Massachusetts,549432
255,2023,Radford,Big South,2023.SB.Radford,549199
256,2023,Cleveland St.,Horizon,2023.SB.ClevelandSt,549279
257,2023,Providence,Big East,2023.SB.Providence,549196
258,2023,UMES,MEAC,2023.SB.UMES,549431
259,2023,ETSU,SoCon,2023.SB.ETSU,549297
260,2023,Michigan St.,Big Ten,2023.SB.MichiganSt,549437
261,2023,Holy Cross,Patriot,2023.SB.HolyCross,549392
262,2023,Abilene Christian,WAC,2023.SB.AbileneChristian,549335
263,2023,Maine,America East,2023.SB.Maine,549425
264,2023,Weber St.,Big Sky,2023.SB.WeberSt,549266
265,2023,Buffalo,MAC,2023.SB.Buffalo,549363
266,2023,Southern U.,SWAC,2023.SB.SouthernU,549231
267,2023,Bradley,MVC,2023.SB.Bradley,549358
268,2023,Manhattan,MAAC,2023.SB.Manhattan,549426
269,2023,St. Bonaventure,Atlantic 10,2023.SB.StBonaventure,549205
270,2023,Morehead St.,OVC,2023.SB.MoreheadSt,549447
271,2023,Pacific,WCC,2023.SB.Pacific,549189
272,2023,Drexel,CAA,2023.SB.Drexel,549295
273,2023,UTEP,CUSA,2023.SB.UTEP,549251
274,2023,North Dakota,Summit League,2023.SB.NorthDakota,549172
275,2023,Monmouth,CAA,2023.SB.Monmouth,549445
276,2023,Montana,Big Sky,2023.SB.Montana,549446
277,2023,Niagara,MAAC,2023.SB.Niagara,549461
278,2023,Ark.-Pine Bluff,SWAC,2023.SB.Ark-PineBluff,549324
279,2023,Western Ill.,Summit League,2023.SB.WesternIll,549268
280,2023,South Carolina St.,MEAC,2023.SB.SouthCarolinaSt,549221
281,2023,Lafayette,Patriot,2023.SB.Lafayette,549413
282,2023,Bowling Green,MAC,2023.SB.BowlingGreen,549357
283,2023,Penn,Ivy League,2023.SB.Penn,549191
284,2023,Kansas City,Summit League,2023.SB.KansasCity,549326
285,2023,UIC,MVC,2023.SB.UIC,549399
286,2023,UTSA,CUSA,2023.SB.UTSA,549252
287,2023,Valparaiso,MVC,2023.SB.Valparaiso,549260
288,2023,Delaware St.,MEAC,2023.SB.DelawareSt,549291
289,2023,Memphis,AAC,2023.SB.Memphis,549434
290,2023,Southern Utah,WAC,2023.SB.SouthernUtah,549232
291,2023,CSU Bakersfield,Big West,2023.SB.CSUBakersfield,549366
292,2023,Tennessee Tech,OVC,2023.SB.TennesseeTech,549242
293,2023,Detroit Mercy,Horizon,2023.SB.DetroitMercy,549293
294,2023,Mississippi Val.,SWAC,2023.SB.MississippiVal,549442
