,Year,Team,Conference,UID,YearTeamNumbers
231,2024,Longwood,Big South,2024.SB.Longwood,572442
232,2024,Massachusetts,Atlantic 10,2024.SB.Massachusetts,572472
233,2024,Merrimack,NEC,2024.SB.Merrimack,572206
234,2024,N.C. Central,MEAC,2024.SB.NCCentral,571912
235,2024,Monmouth,CAA,2024.SB.Monmouth,572498
236,2024,SIUE,OVC,2024.SB.SIUE,572034
237,2024,UIC,MVC,2024.SB.UIC,572399
238,2024,Pittsburgh,ACC,2024.SB.Pittsburgh,571958
239,2024,NIU,MAC,2024.SB.NIU,571925
240,2024,Central Mich.,MAC,2024.SB.CentralMich,572136
241,2024,Montana,Big Sky,2024.SB.Montana,572500
242,2024,Western Caro.,SoCon,2024.SB.WesternCaro,572113
243,2024,Abilene Christian,WAC,2024.SB.AbileneChristian,572260
244,2024,Buffalo,MAC,2024.SB.Buffalo,572321
245,2024,Drexel,CAA,2024.SB.Drexel,572174
246,2024,Delaware St.,MEAC,2024.SB.DelawareSt,572165
247,2024,Hampton,CAA,2024.SB.Hampton,572373
248,2024,San Diego,WCC,2024.SB.SanDiego,572005
249,2024,Pacific,WCC,2024.SB.Pacific,571952
250,2024,Saint Peter's,MAAC,2024.SB.SaintPeter's,571997
251,2024,Western Ill.,OVC,2024.SB.WesternIll,572115
252,2024,North Dakota St.,Summit League,2024.SB.NorthDakotaSt,571916
253,2024,Grambling,SWAC,2024.SB.Grambling,572370
254,2024,Evansville,MVC,2024.SB.Evansville,572185
255,2024,Lipscomb,ASUN,2024.SB.Lipscomb,572255
256,2024,Mount St. Mary's,MAAC,2024.SB.MountStMary's,572506
257,2024,Kennesaw St.,ASUN,2024.SB.KennesawSt,572230
258,2024,Morehead St.,OVC,2024.SB.MoreheadSt,572502
259,2024,Fairfield,MAAC,2024.SB.Fairfield,572187
260,2024,Georgetown,Big East,2024.SB.Georgetown,572359
261,2024,Purdue Fort Wayne,Horizon,2024.SB.PurdueFortWayne,572407
262,2024,New Mexico,Mountain West,2024.SB.NewMexico,572529
263,2024,Presbyterian,Big South,2024.SB.Presbyterian,572232
264,2024,SFA,WAC,2024.SB.SFA,572049
265,2024,Rhode Island,Atlantic 10,2024.SB.RhodeIsland,571974
266,2024,Stetson,ASUN,2024.SB.Stetson,572052
267,2024,Holy Cross,Patriot,2024.SB.HolyCross,572384
268,2024,South Carolina St.,MEAC,2024.SB.SouthCarolinaSt,572016
269,2024,Penn,Ivy League,2024.SB.Penn,571956
270,2024,Alcorn,SWAC,2024.SB.Alcorn,572276
271,2024,Army West Point,Patriot,2024.SB.ArmyWestPoint,572091
272,2024,UTSA,AAC,2024.SB.UTSA,572080
273,2024,IU Indy,Horizon,2024.SB.IUIndy,572238
274,2024,Manhattan,MAAC,2024.SB.Manhattan,572458
275,2024,North Dakota,Summit League,2024.SB.NorthDakota,571918
276,2024,N.C. A&T,CAA,2024.SB.NCA&T,572537
277,2024,Alabama A&M,SWAC,2024.SB.AlabamaA&M,572264
278,2024,UMES,MEAC,2024.SB.UMES,572470
279,2024,ETSU,SoCon,2024.SB.ETSU,572178
280,2024,Cornell,Ivy League,2024.SB.Cornell,572152
281,2024,Wagner,NEC,2024.SB.Wagner,572105
282,2024,Georgia St.,Sun Belt,2024.SB.GeorgiaSt,572364
283,2024,Col. of Charleston,CAA,2024.SB.ColofCharleston,572221
284,2024,DePaul,Big East,2024.SB.DePaul,572162
285,2024,Green Bay,Horizon,2024.SB.GreenBay,572211
286,2024,Valparaiso,MVC,2024.SB.Valparaiso,572097
287,2024,Bowling Green,MAC,2024.SB.BowlingGreen,572308
288,2024,Detroit Mercy,Horizon,2024.SB.DetroitMercy,572169
289,2024,Memphis,AAC,2024.SB.Memphis,572477
290,2024,Lafayette,Patriot,2024.SB.Lafayette,572432
291,2024,Maine,America East,2024.SB.Maine,572457
292,2024,CSU Bakersfield,Big West,2024.SB.CSUBakersfield,572327
293,2024,St. Bonaventure,Atlantic 10,2024.SB.StBonaventure,571984
294,2024,Norfolk St.,MEAC,2024.SB.NorfolkSt,572535
295,2024,Mississippi Val.,SWAC,2024.SB.MississippiVal,572492
