,2022.SB.OklahomaSt,2022.SB.Nebraska,2022.SB.NorthTexas,2022.SB.Fordham
2022.SB.OklahomaSt,0.0,0.9059016873375058,0.9470660993619541,0.9861938495660397
2022.SB.Nebraska,0.09409831266249424,0.0,0.674309538636573,0.9196012010939593
2022.SB.NorthTexas,0.05293390063804588,0.3256904613634271,0.0,0.8396898222017924
2022.SB.Fordham,0.013806150433960305,0.08039879890604075,0.16031017779820753,0.0
