,2022.SB.Florida,2022.SB.GeorgiaTech,2022.SB.Wisconsin,2022.SB.Canisius
2022.SB.Florida,0.0,0.6522854088397418,0.7849109254278053,0.6299977192687249
2022.SB.GeorgiaTech,0.3477145911602582,0.0,0.6689770588906081,0.4831501312328748
2022.SB.Wisconsin,0.21508907457219473,0.3310229411093919,0.0,0.3243790663102582
2022.SB.Canisius,0.3700022807312751,0.5168498687671252,0.6756209336897419,0.0
