,2022.SB.Arkansas,2022.SB.Oregon,2022.SB.WichitaSt,2022.SB.Princeton
2022.SB.Arkansas,0.0,0.7547977959967981,0.9631416536072587,0.999476026801273
2022.SB.Oregon,0.24520220400320186,0.0,0.8313580909019556,0.9948106584422688
2022.SB.WichitaSt,0.036858346392741305,0.1686419090980444,0.0,0.9866641406795189
2022.SB.Princeton,0.0005239731987270494,0.005189341557731189,0.013335859320481092,0.0
