,2022.SB.Missouri,2022.SB.Illinois,2022.SB.Arizona,2022.SB.MissouriSt
2022.SB.Missouri,0.0,0.4930215579028291,0.4837291613645119,0.7731081979650691
2022.SB.Illinois,0.5069784420971709,0.0,0.49303611508366263,0.7694565638723584
2022.SB.Arizona,0.5162708386354881,0.5069638849163374,0.0,0.8326729551348634
2022.SB.MissouriSt,0.22689180203493078,0.2305434361276415,0.16732704486513658,0.0
