,2022.SB.UCF,2022.SB.Michigan,2022.SB.SouthDakotaSt,2022.SB.Villanova
2022.SB.UCF,0.0,0.4526790090498569,0.5261257421994521,0.9376049962805427
2022.SB.Michigan,0.5473209909501431,0.0,0.5663244165448746,0.9313734277868437
2022.SB.SouthDakotaSt,0.4738742578005478,0.43367558345512536,0.0,0.9094817823874852
2022.SB.Villanova,0.062395003719457214,0.06862657221315625,0.09051821761251473,0.0
