,2024.SB.Alabama,2024.SB.Clemson,2024.SB.SoutheasternLa,2024.SB.USCUpstate
2024.SB.Alabama,0.0,0.21024054168733927,0.2928634434781643,0.7428761895458961
2024.SB.Clemson,0.7897594583126608,0.0,0.5884525255666353,0.9597533167911689
2024.SB.SoutheasternLa,0.7071365565218357,0.41154747443336476,0.0,0.9119522486112703
2024.SB.USCUpstate,0.2571238104541038,0.04024668320883109,0.08804775138872974,0.0
