,2022.SB.Missouri,2022.SB.Illinois,2022.SB.Arizona,2022.SB.MissouriSt
2022.SB.Missouri,0.0,0.43748132947912793,0.499752526023398,0.6188456311928547
2022.SB.Illinois,0.562518670520872,0.0,0.5699684011927094,0.6745343730980388
2022.SB.Arizona,0.500247473976602,0.43003159880729064,0.0,0.633263625193515
2022.SB.MissouriSt,0.3811543688071452,0.32546562690196124,0.36673637480648513,0.0
