,2023.SB.Northwestern,2023.SB.Kentucky,2023.SB.Miami-OH,2023.SB.EasternIll
2023.SB.Northwestern,0.0,0.8106564397945936,0.6457871168854838,0.640922619677547
2023.SB.Kentucky,0.18934356020540646,0.0,0.29639536645690046,0.32371290696272614
2023.SB.Miami-OH,0.3542128831145162,0.7036046335430995,0.0,0.5099562410913412
2023.SB.EasternIll,0.35907738032245295,0.6762870930372739,0.49004375890865876,0.0
