,2024.SB.OklahomaSt,2024.SB.Kentucky,2024.SB.Michigan,2024.SB.NorthernColo
2024.SB.OklahomaSt,0.0,0.9804666770974552,0.8859488031896167,0.998367060169827
2024.SB.Kentucky,0.01953332290254491,0.0,0.21999712017419443,0.8907633206234961
2024.SB.Michigan,0.11405119681038342,0.7800028798258056,0.0,0.9620866169970429
2024.SB.NorthernColo,0.0016329398301729516,0.1092366793765039,0.0379133830029571,0.0
