,2023.SB.Alabama,2023.SB.CentralArk,2023.SB.MiddleTenn,2023.SB.LIU
2023.SB.Alabama,0.0,0.7550775774657119,0.9904238198554572,0.999854642074555
2023.SB.CentralArk,0.2449224225342881,0.0,0.9036807387273387,0.9929372920631528
2023.SB.MiddleTenn,0.009576180144542744,0.09631926127266138,0.0,0.962689686302563
2023.SB.LIU,0.00014535792544495034,0.00706270793684716,0.03731031369743702,0.0
