,2023.SB.LSU,2023.SB.Louisiana,2023.SB.Omaha,2023.SB.PrairieView
2023.SB.LSU,0.0,0.4753696332031282,0.8780453759016477,0.9925358508020533
2023.SB.Louisiana,0.5246303667968718,0.0,0.9062629479962898,0.9967921562731916
2023.SB.Omaha,0.12195462409835237,0.09373705200371017,0.0,0.8547109078728161
2023.SB.PrairieView,0.007464149197946784,0.003207843726808346,0.1452890921271839,0.0
