,2024.SB.Tennessee,2024.SB.Virginia,2024.SB.Miami-OH,2024.SB.Dayton
2024.SB.Tennessee,0.0,0.9723793900211153,0.9358113320127635,0.9933000062022586
2024.SB.Virginia,0.027620609978884707,0.0,0.05465158036328906,0.6338044344684555
2024.SB.Miami-OH,0.06418866798723656,0.945348419636711,0.0,0.9908370188933366
2024.SB.Dayton,0.006699993797741419,0.36619556553154464,0.009162981106663278,0.0
