,2023.SB.Northwestern,2023.SB.Kentucky,2023.SB.Miami-OH,2023.SB.EasternIll
2023.SB.Northwestern,0.0,0.419147703195989,0.9703444339202518,0.9775951405448512
2023.SB.Kentucky,0.5808522968040111,0.0,0.9823483752292468,0.9863281114276042
2023.SB.Miami-OH,0.0296555660797481,0.01765162477075311,0.0,0.6316284826449656
2023.SB.EasternIll,0.022404859455148838,0.013671888572395756,0.3683715173550345,0.0
