,2022.SB.UCLA,2022.SB.OleMiss,2022.SB.LMU-CA,2022.SB.GrandCanyon
2022.SB.UCLA,0.0,0.98535282045276,0.9588055918069632,0.9834450407265671
2022.SB.OleMiss,0.01464717954724005,0.0,0.31107736464856744,0.3773528284641461
2022.SB.LMU-CA,0.04119440819303683,0.6889226353514326,0.0,0.5936631177035343
2022.SB.GrandCanyon,0.016554959273432923,0.6226471715358539,0.40633688229646564,0.0
