,2023.SB.UCLA,2023.SB.Liberty,2023.SB.SanDiegoSt,2023.SB.GrandCanyon
2023.SB.UCLA,0.0,0.9877097628243321,0.9744992973025272,0.9143311482142689
2023.SB.Liberty,0.012290237175667866,0.0,0.4086593730128768,0.1459156081778253
2023.SB.SanDiegoSt,0.025500702697472857,0.5913406269871232,0.0,0.2181510817004068
2023.SB.GrandCanyon,0.08566885178573115,0.8540843918221747,0.7818489182995931,0.0
