,2022.SB.Northwestern,2022.SB.NotreDame,2022.SB.McNeese,2022.SB.Oakland
2022.SB.Northwestern,0.0,0.49533611565656216,0.7175185775510801,0.8494017513269925
2022.SB.NotreDame,0.5046638843434378,0.0,0.7198858190685515,0.8500296784464776
2022.SB.McNeese,0.28248142244891994,0.2801141809314485,0.0,0.691655857088749
2022.SB.Oakland,0.15059824867300742,0.14997032155352247,0.3083441429112511,0.0
