,2022.SB.Duke,2022.SB.Georgia,2022.SB.Liberty,2022.SB.UMBC
2022.SB.Duke,0.0,0.8890364013215458,0.7672942751099584,0.8921594473527776
2022.SB.Georgia,0.11096359867845412,0.0,0.3424239821305667,0.6040759737014336
2022.SB.Liberty,0.2327057248900416,0.6575760178694333,0.0,0.7148099020745644
2022.SB.UMBC,0.10784055264722242,0.3959240262985665,0.2851900979254356,0.0
