,2024.SB.OklahomaSt,2024.SB.Kentucky,2024.SB.Michigan,2024.SB.NorthernColo
2024.SB.OklahomaSt,0.0,0.88849109741147,0.718296898383784,0.9100227978517107
2024.SB.Kentucky,0.11150890258853,0.0,0.2624165045652221,0.5575181761883861
2024.SB.Michigan,0.281703101616216,0.7375834954347779,0.0,0.7785443214785894
2024.SB.NorthernColo,0.08997720214828922,0.4424818238116139,0.22145567852141052,0.0
