,2022.SB.Northwestern,2022.SB.NotreDame,2022.SB.McNeese,2022.SB.Oakland
2022.SB.Northwestern,0.0,0.12358169687859626,0.9785747469877206,0.9997508527077108
2022.SB.NotreDame,0.8764183031214037,0.0,0.9988792551760237,0.9999966420473733
2022.SB.McNeese,0.021425253012279363,0.0011207448239762532,0.0,0.939005771905138
2022.SB.Oakland,0.00024914729228923,3.3579526267897885e-06,0.06099422809486204,0.0
