,2022.SB.Duke,2022.SB.Georgia,2022.SB.Liberty,2022.SB.UMBC
2022.SB.Duke,0.0,0.9991049017155136,0.9689102540980563,0.9984203285958205
2022.SB.Georgia,0.0008950982844863924,0.0,0.20674571806783923,0.8242781463678395
2022.SB.Liberty,0.031089745901943692,0.7932542819321607,0.0,0.9041554529263282
2022.SB.UMBC,0.0015796714041794123,0.1757218536321606,0.0958445470736718,0.0
