,2024.SB.FloridaSt,2024.SB.Auburn,2024.SB.UCF,2024.SB.Chattanooga
2024.SB.FloridaSt,0.0,0.3789122524722144,0.5093669375861708,0.9790346799909532
2024.SB.Auburn,0.6210877475277857,0.0,0.6147775973145584,0.9665902802491295
2024.SB.UCF,0.49063306241382926,0.38522240268544167,0.0,0.9626778959341902
2024.SB.Chattanooga,0.020965320009046922,0.03340971975087048,0.037322104065809866,0.0
