,2024.SB.OklahomaSt,2024.SB.Kentucky,2024.SB.Michigan,2024.SB.NorthernColo
2024.SB.OklahomaSt,0.0,0.9094526703269058,0.9648599761063491,0.9999993788809445
2024.SB.Kentucky,0.09054732967309417,0.0,0.7442732659107015,0.9999388044687885
2024.SB.Michigan,0.03514002389365093,0.25572673408929847,0.0,0.9983669329107442
2024.SB.NorthernColo,6.211190554790783e-07,6.11955312114749e-05,0.0016330670892558336,0.0
