,2022.SB.Alabama,2022.SB.Stanford,2022.SB.MurraySt,2022.SB.Chattanooga
2022.SB.Alabama,0.0,0.6059971912942963,0.905392136978127,0.9999568012921429
2022.SB.Stanford,0.39400280870570376,0.0,0.8090729130547839,0.9981228074038146
2022.SB.MurraySt,0.09460786302187303,0.19092708694521612,0.0,0.9786489190741825
2022.SB.Chattanooga,4.319870785707407e-05,0.001877192596185344,0.02135108092581755,0.0
