,2024.SB.Louisiana,2024.SB.Baylor,2024.SB.OleMiss,2024.SB.Princeton
2024.SB.Louisiana,0.0,0.8990659710868747,0.9105867448820907,0.9909330005688748
2024.SB.Baylor,0.10093402891312525,0.0,0.4944184711288754,0.8104018805260564
2024.SB.OleMiss,0.08941325511790936,0.5055815288711246,0.0,0.8294880870517816
2024.SB.Princeton,0.009066999431125175,0.18959811947394362,0.1705119129482185,0.0
