,2024.SB.Tennessee,2024.SB.Virginia,2024.SB.Miami-OH,2024.SB.Dayton
2024.SB.Tennessee,0.0,0.9908942367821828,0.9998578049994588,0.9999901066654648
2024.SB.Virginia,0.009105763217817173,0.0,0.4030237897646433,0.9548869820492398
2024.SB.Miami-OH,0.00014219500054121493,0.5969762102353567,0.0,0.9988451027746595
2024.SB.Dayton,9.89333453516117e-06,0.0451130179507602,0.0011548972253405175,0.0
