,2022.SB.Alabama,2022.SB.Stanford,2022.SB.MurraySt,2022.SB.Chattanooga
2022.SB.Alabama,0.0,0.5448701608298813,0.9043996344381908,0.9971718600095943
2022.SB.Stanford,0.4551298391701188,0.0,0.8567121178881406,0.990354994445339
2022.SB.MurraySt,0.09560036556180926,0.1432878821118594,0.0,0.8990201194491666
2022.SB.Chattanooga,0.0028281399904056294,0.009645005554660926,0.10097988055083337,0.0
