,2023.SB.Northwestern,2023.SB.Kentucky,2023.SB.Miami-OH,2023.SB.EasternIll
2023.SB.Northwestern,0.0,0.6808299396845913,0.9974560946844726,0.9994426010326578
2023.SB.Kentucky,0.3191700603154088,0.0,0.9890839745199915,0.9975372658912407
2023.SB.Miami-OH,0.002543905315527369,0.010916025480008489,0.0,0.8436172839155238
2023.SB.EasternIll,0.0005573989673422256,0.002462734108759293,0.15638271608447626,0.0
