,2022.SB.Alabama,2022.SB.Stanford,2022.SB.MurraySt,2022.SB.Chattanooga
2022.SB.Alabama,0.0,0.5669975558281259,0.5071652268838037,0.8393547277265674
2022.SB.Stanford,0.433002444171874,0.0,0.44339091853440066,0.7686534725398768
2022.SB.MurraySt,0.4928347731161963,0.5566090814655993,0.0,0.8194880786813085
2022.SB.Chattanooga,0.1606452722734327,0.23134652746012319,0.18051192131869154,0.0
