,2023.SB.Utah,2023.SB.Baylor,2023.SB.OleMiss,2023.SB.SouthernIll
2023.SB.Utah,0.0,0.4952580718747836,0.7004435366398112,0.6819623000464204
2023.SB.Baylor,0.5047419281252163,0.0,0.6916507997858486,0.6743500417429777
2023.SB.OleMiss,0.29955646336018876,0.3083492002141513,0.0,0.46757017939936363
2023.SB.SouthernIll,0.31803769995357956,0.3256499582570222,0.5324298206006364,0.0
