,2023.SB.Stanford,2023.SB.Florida,2023.SB.LMU-CA,2023.SB.LongBeachSt
2023.SB.Stanford,0.0,0.8236116778535737,0.9760012912891226,0.9705428997586991
2023.SB.Florida,0.17638832214642633,0.0,0.9834050607520314,0.9782058081562487
2023.SB.LMU-CA,0.02399870871087739,0.016594939247968683,0.0,0.5082307074053675
2023.SB.LongBeachSt,0.029457100241300837,0.021794191843751285,0.49176929259463253,0.0
