,2023.SB.Clemson,2023.SB.Auburn,2023.SB.CalStFullerton,2023.SB.UNCGreensboro
2023.SB.Clemson,0.0,0.4955079299153497,0.978126682964215,0.9931095348392233
2023.SB.Auburn,0.5044920700846502,0.0,0.9791226097724088,0.9935715807562832
2023.SB.CalStFullerton,0.02187331703578494,0.020877390227591185,0.0,0.5155897582149223
2023.SB.UNCGreensboro,0.006890465160776819,0.006428419243716857,0.4844102417850777,0.0
