,2024.SB.Florida,2024.SB.SouthAlabama,2024.SB.FlaAtlantic,2024.SB.FGCU
2024.SB.Florida,0.0,0.9828909109588768,0.9619309849763013,0.9970597499041285
2024.SB.SouthAlabama,0.017109089041123113,0.0,0.2794270848329498,0.7012915399286629
2024.SB.FlaAtlantic,0.03806901502369876,0.7205729151670502,0.0,0.8808380900519603
2024.SB.FGCU,0.0029402500958714928,0.2987084600713371,0.1191619099480397,0.0
