,2024.SB.LSU,2024.SB.California,2024.SB.SouthernIll,2024.SB.JacksonSt
2024.SB.LSU,0.0,0.8347183319549926,0.9383132929401904,0.999953752647608
2024.SB.California,0.16528166804500746,0.0,0.7790113881473184,0.9992713670191733
2024.SB.SouthernIll,0.06168670705980965,0.22098861185268148,0.0,0.9805275244121526
2024.SB.JacksonSt,4.624735239193364e-05,0.0007286329808266315,0.019472475587847392,0.0
