,2022.SB.VirginiaTech,2022.SB.Kentucky,2022.SB.Miami-OH,2022.SB.SaintFrancis
2022.SB.VirginiaTech,0.0,0.6580182141889979,0.9872543805645392,0.9874795393107942
2022.SB.Kentucky,0.3419817858110021,0.0,0.9873566836686813,0.989167706708935
2022.SB.Miami-OH,0.012745619435460813,0.012643316331318637,0.0,0.6393267092705325
2022.SB.SaintFrancis,0.01252046068920582,0.010832293291065059,0.36067329072946763,0.0
