,2024.SB.Stanford,2024.SB.MississippiSt,2024.SB.CalStFullerton,2024.SB.SaintMary's-CA
2024.SB.Stanford,0.0,0.3643223944382352,0.9646356038380255,0.9960235828613344
2024.SB.MississippiSt,0.6356776055617648,0.0,0.9954372171549548,0.9999411455158976
2024.SB.CalStFullerton,0.03536439616197458,0.004562782845045117,0.0,0.747741399283857
2024.SB.SaintMary's-CA,0.003976417138665529,5.885448410241882e-05,0.25225860071614303,0.0
