,2024.SB.Georgia,2024.SB.Charlotte,2024.SB.Liberty,2024.SB.UNCW
2024.SB.Georgia,0.0,0.9943384055733131,0.9997598225432065,0.9996364082343775
2024.SB.Charlotte,0.005661594426686885,0.0,0.8647801295323958,0.913200937518786
2024.SB.Liberty,0.00024017745679348086,0.13521987046760428,0.0,0.6653281049409663
2024.SB.UNCW,0.00036359176562250536,0.08679906248121402,0.3346718950590338,0.0
