,2023.SB.Washington,2023.SB.Minnesota,2023.SB.McNeese,2023.SB.NorthernColo
2023.SB.Washington,0.0,0.8067651888643221,0.6954047773490601,0.9997654255991599
2023.SB.Minnesota,0.1932348111356778,0.0,0.41866287673739233,0.9927449888483171
2023.SB.McNeese,0.30459522265093986,0.5813371232626076,0.0,0.9872893391422809
2023.SB.NorthernColo,0.00023457440084010848,0.007255011151682924,0.012710660857719177,0.0
