,2023.SB.Arkansas,2023.SB.Oregon,2023.SB.NotreDame,2023.SB.Harvard
2023.SB.Arkansas,0.0,0.7593115020522876,0.9854390055368354,0.9999335591088545
2023.SB.Oregon,0.24068849794771244,0.0,0.9377983439699593,0.9995841690735747
2023.SB.NotreDame,0.014560994463164516,0.062201656030040714,0.0,0.9888968030052138
2023.SB.Harvard,6.644089114556884e-05,0.00041583092642526144,0.011103196994786254,0.0
