,2022.SB.Tennessee,2022.SB.OhioSt,2022.SB.OregonSt,2022.SB.Campbell
2022.SB.Tennessee,0.0,0.9014945278558231,0.4490184826390978,0.963960245038554
2022.SB.OhioSt,0.09850547214417685,0.0,0.10510344895662171,0.7588738449872781
2022.SB.OregonSt,0.5509815173609022,0.8948965510433783,0.0,0.954504542838495
2022.SB.Campbell,0.03603975496144593,0.24112615501272192,0.04549545716150513,0.0
