,2023.SB.Washington,2023.SB.Minnesota,2023.SB.McNeese,2023.SB.NorthernColo
2023.SB.Washington,0.0,0.8670855557259755,0.9350713889953897,0.9999788113108762
2023.SB.Minnesota,0.13291444427402455,0.0,0.7032514716232584,0.9972274839818359
2023.SB.McNeese,0.06492861100461038,0.29674852837674165,0.0,0.9713248135340216
2023.SB.NorthernColo,2.1188689123750462e-05,0.002772516018164117,0.028675186465978476,0.0
