,2024.SB.Oklahoma,2024.SB.Oregon,2024.SB.BostonU,2024.SB.ClevelandSt
2024.SB.Oklahoma,0.0,0.9984869952430901,0.9155869703819413,0.9999999999999997
2024.SB.Oregon,0.0015130047569097852,0.0,0.2036513901305732,0.9999999529432448
2024.SB.BostonU,0.08441302961805867,0.7963486098694268,0.0,0.9999985369610067
2024.SB.ClevelandSt,4.698083498200377e-16,4.7056755281189495e-08,1.463038993276231e-06,0.0
