,2023.SB.Georgia,2023.SB.VirginiaTech,2023.SB.BostonU,2023.SB.NCCentral
2023.SB.Georgia,0.0,0.7900358634418139,0.31099979703099884,0.9832518461041753
2023.SB.VirginiaTech,0.2099641365581861,0.0,0.10623319004368659,0.9318576884397918
2023.SB.BostonU,0.6890002029690012,0.8937668099563134,0.0,0.9921918183124027
2023.SB.NCCentral,0.016748153895824788,0.06814231156020822,0.007808181687597342,0.0
