,2023.SB.Stanford,2023.SB.Florida,2023.SB.LMU-CA,2023.SB.LongBeachSt
2023.SB.Stanford,0.0,0.7206739629979643,0.8799347943012216,0.8683420517895153
2023.SB.Florida,0.27932603700203573,0.0,0.8041490862774958,0.7903399168822789
2023.SB.LMU-CA,0.12006520569877835,0.19585091372250418,0.0,0.49549331199150115
2023.SB.LongBeachSt,0.13165794821048468,0.2096600831177211,0.5045066880084988,0.0
