,2023.SB.Alabama,2023.SB.CentralArk,2023.SB.MiddleTenn,2023.SB.LIU
2023.SB.Alabama,0.0,0.8165187069056729,0.9537146749802795,0.9962108749027101
2023.SB.CentralArk,0.18348129309432717,0.0,0.7333483942814157,0.95232522138375
2023.SB.MiddleTenn,0.04628532501972046,0.26665160571858415,0.0,0.9077115171091924
2023.SB.LIU,0.0037891250972899183,0.047674778616249976,0.09228848289080759,0.0
