,2023.SB.Stanford,2023.SB.Florida,2023.SB.LMU-CA,2023.SB.LongBeachSt
2023.SB.Stanford,0.0,0.7711886890061295,0.9986536146322893,0.9975399414317969
2023.SB.Florida,0.22881131099387053,0.0,0.9999700585936926,0.999896682865043
2023.SB.LMU-CA,0.0013463853677106827,2.994140630734123e-05,0.0,0.5262267687432797
2023.SB.LongBeachSt,0.0024600585682031046,0.00010331713495708227,0.47377323125672044,0.0
