,2023.SB.Georgia,2023.SB.VirginiaTech,2023.SB.BostonU,2023.SB.NCCentral
2023.SB.Georgia,0.0,0.9559410427185293,0.9351054052271838,0.9999999915011675
2023.SB.VirginiaTech,0.044058957281470724,0.0,0.5595926905031444,0.9999948447211485
2023.SB.BostonU,0.06489459477281623,0.44040730949685564,0.0,0.9997365055577602
2023.SB.NCCentral,8.498832461111455e-09,5.1552788514573665e-06,0.00026349444223975883,0.0
