,2023.SB.Clemson,2023.SB.Auburn,2023.SB.CalStFullerton,2023.SB.UNCGreensboro
2023.SB.Clemson,0.0,0.8240543420291275,0.9600254459222981,0.9858384887182046
2023.SB.Auburn,0.17594565797087253,0.0,0.8530937336287242,0.9074621520292547
2023.SB.CalStFullerton,0.03997455407770198,0.14690626637127582,0.0,0.4973182905202755
2023.SB.UNCGreensboro,0.01416151128179554,0.09253784797074525,0.5026817094797245,0.0
