,2023.SB.Utah,2023.SB.Baylor,2023.SB.OleMiss,2023.SB.SouthernIll
2023.SB.Utah,0.0,0.6196268166708652,0.7744333097858005,0.9999000815370004
2023.SB.Baylor,0.38037318332913483,0.0,0.661757879539514,0.9988442079944936
2023.SB.OleMiss,0.22556669021419945,0.338242120460486,0.0,0.9941068358677326
2023.SB.SouthernIll,9.99184629995943e-05,0.0011557920055063756,0.005893164132267339,0.0
