,2024.SB.FloridaSt,2024.SB.Auburn,2024.SB.UCF,2024.SB.Chattanooga
2024.SB.FloridaSt,0.0,0.5351264233156963,0.6596940251083069,0.999111035684458
2024.SB.Auburn,0.46487357668430374,0.0,0.579927662322846,0.9756223200329948
2024.SB.UCF,0.3403059748916932,0.4200723376771541,0.0,0.9797518710098637
2024.SB.Chattanooga,0.0008889643155420576,0.024377679967005215,0.020248128990136272,0.0
