,2024.SB.Tennessee,2024.SB.Virginia,2024.SB.Miami-OH,2024.SB.Dayton
2024.SB.Tennessee,0.0,0.966255502317045,0.9969523803047112,0.9994735761453393
2024.SB.Virginia,0.03374449768295496,0.0,0.6646478629826229,0.938965084365527
2024.SB.Miami-OH,0.0030476196952888748,0.3353521370173771,0.0,0.9463046639445944
2024.SB.Dayton,0.0005264238546607962,0.061034915634473066,0.05369533605540548,0.0
