,2022.SB.Clemson,2022.SB.Auburn,2022.SB.Louisiana,2022.SB.UNCW
2022.SB.Clemson,0.0,0.4814368760655471,0.29261379339970417,0.5569136057621085
2022.SB.Auburn,0.518563123934453,0.0,0.2907628978409628,0.5807787144303436
2022.SB.Louisiana,0.7073862066002958,0.7092371021590371,0.0,0.7575620280490925
2022.SB.UNCW,0.44308639423789165,0.41922128556965643,0.24243797195090752,0.0
