,2023.SB.Texas,2023.SB.TexasA&M,2023.SB.TexasSt,2023.SB.SetonHall
2023.SB.Texas,0.0,0.7975081202495329,0.7369541154772359,0.6430520858932575
2023.SB.TexasA&M,0.20249187975046712,0.0,0.4539300879033732,0.3124943175289048
2023.SB.TexasSt,0.2630458845227642,0.5460699120966268,0.0,0.3740957418867101
2023.SB.SetonHall,0.3569479141067424,0.6875056824710952,0.62590425811329,0.0
