,2024.SB.Arkansas,2024.SB.Arizona,2024.SB.Villanova,2024.SB.SoutheastMoSt
2024.SB.Arkansas,0.0,0.7759699938734673,0.925354986286988,0.9801010147742087
2024.SB.Arizona,0.22403000612653276,0.0,0.83349882667463,0.9638981824464224
2024.SB.Villanova,0.074645013713012,0.16650117332536993,0.0,0.7981253698953008
2024.SB.SoutheastMoSt,0.01989898522579128,0.03610181755357754,0.20187463010469917,0.0
