,2023.SB.LSU,2023.SB.Louisiana,2023.SB.Omaha,2023.SB.PrairieView
2023.SB.LSU,0.0,0.5037721178366013,0.6684703745188292,0.8138768999947125
2023.SB.Louisiana,0.4962278821633988,0.0,0.6710264309666996,0.820225274328716
2023.SB.Omaha,0.33152962548117076,0.3289735690333005,0.0,0.6595240192282965
2023.SB.PrairieView,0.1861231000052876,0.179774725671284,0.3404759807717035,0.0
