,2022.SB.FloridaSt,2022.SB.MississippiSt,2022.SB.SouthFla,2022.SB.Howard
2022.SB.FloridaSt,0.0,0.7229315554454069,0.7259643280198737,0.9999650559027761
2022.SB.MississippiSt,0.27706844455459306,0.0,0.5372157879044619,0.9998506585546185
2022.SB.SouthFla,0.2740356719801263,0.46278421209553805,0.0,0.998854071297132
2022.SB.Howard,3.494409722392173e-05,0.00014934144538152524,0.0011459287028680795,0.0
