,2024.SB.Duke,2024.SB.SouthCarolina,2024.SB.Utah,2024.SB.MorganSt
2024.SB.Duke,0.0,0.9744415420364081,0.9990560676737937,0.9982865002323081
2024.SB.SouthCarolina,0.025558457963591866,0.0,0.7272912181092445,0.8206753445697486
2024.SB.Utah,0.0009439323262062226,0.2727087818907556,0.0,0.7097984218719414
2024.SB.MorganSt,0.0017134997676919214,0.1793246554302515,0.2902015781280586,0.0
