,2022.SB.UCF,2022.SB.Michigan,2022.SB.SouthDakotaSt,2022.SB.Villanova
2022.SB.UCF,0.0,0.5019735481843629,0.35675450315470536,0.7816011345362033
2022.SB.Michigan,0.4980264518156372,0.0,0.3646339928723006,0.76381297042408
2022.SB.SouthDakotaSt,0.6432454968452946,0.6353660071276994,0.0,0.8618399561649657
2022.SB.Villanova,0.21839886546379675,0.23618702957591994,0.13816004383503427,0.0
