,2024.SB.Oklahoma,2024.SB.Oregon,2024.SB.BostonU,2024.SB.ClevelandSt
2024.SB.Oklahoma,0.0,0.9484015058511168,0.9212475580323987,0.9999999535656933
2024.SB.Oregon,0.05159849414888321,0.0,0.5121224725260101,0.9998244394050324
2024.SB.BostonU,0.07875244196760141,0.4878775274739898,0.0,0.9985472885303446
2024.SB.ClevelandSt,4.643430669377189e-08,0.00017556059496762547,0.0014527114696554298,0.0
