,2022.SB.Duke,2022.SB.Georgia,2022.SB.Liberty,2022.SB.UMBC
2022.SB.Duke,0.0,0.9930234920761923,0.9977139342563681,0.9999689890106215
2022.SB.Georgia,0.006976507923807672,0.0,0.8698899328263106,0.9968156376389642
2022.SB.Liberty,0.002286065743631901,0.1301100671736894,0.0,0.9231588332920835
2022.SB.UMBC,3.1010989378579514e-05,0.0031843623610357885,0.07684116670791656,0.0
