,2024.SB.Arkansas,2024.SB.Arizona,2024.SB.Villanova,2024.SB.SoutheastMoSt
2024.SB.Arkansas,0.0,0.917562983398526,0.9995852174275889,0.9999912332187538
2024.SB.Arizona,0.08243701660147401,0.0,0.995912851913346,0.9999251020706124
2024.SB.Villanova,0.00041478257241110104,0.004087148086653985,0.0,0.8795992472908344
2024.SB.SoutheastMoSt,8.766781246201793e-06,7.489792938756776e-05,0.12040075270916553,0.0
