,2023.SB.FloridaSt,2023.SB.SouthCarolina,2023.SB.UCF,2023.SB.Marist
2023.SB.FloridaSt,0.0,0.9418801750728325,0.9691200957755969,0.9984802312619555
2023.SB.SouthCarolina,0.058119824927167475,0.0,0.6196262062774296,0.8973113886404734
2023.SB.UCF,0.030879904224403145,0.38037379372257046,0.0,0.8294912343577748
2023.SB.Marist,0.0015197687380444425,0.10268861135952655,0.17050876564222514,0.0
