,2024.SB.FloridaSt,2024.SB.Auburn,2024.SB.UCF,2024.SB.Chattanooga
2024.SB.FloridaSt,0.0,0.7488997376394372,0.605262153112122,0.6252234179948233
2024.SB.Auburn,0.25110026236056276,0.0,0.35682195762274915,0.36957970455705813
2024.SB.UCF,0.39473784688787805,0.6431780423772508,0.0,0.516727075554515
2024.SB.Chattanooga,0.3747765820051768,0.630420295442942,0.483272924445485,0.0
